,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NB: 2025/26 are interim figures,,,
,2010-11,,,,2011-12,,,,2012-13,,,,2013-14,,,,2014-15,,,,2015-16,,,,2016-17,,,,2017-18,,,,2018-19,,,,2019-20,,,,2020-21,,,,2021-22,,,,2022-23,,,,2023-24,,,,2024-25,,,,2025-26,,,
Site,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e,kWh,Q1-3,Q4,kg CO2e
Adult Training Centre - Aspire - Bramley Fulfilling Lives,"99,469","71,388","28,081","47,339","103,812","76,668","27,144","47,145","94,552","69,554","24,998","43,132","97,125","68,820","28,305","44,648","95,690","69,065","26,625","46,442","94,200","60,142","34,058","41,831","78,686","54,849","23,837","30,981","95,889","68,511","27,378","31,836","97,120","72,458","24,662","26,814","90,712","65,932","24,780","22,629","80,757","58,155","22,602","18,357","85,077","61,819","23,258","17,624","88,271","60,390","27,881","17,452","79,112","57,206","21,906","16,382","91,580","61,572","30,009","18,060",86300.38848,69261.1,17039.28848,15275.16876
Council Offices - Technorth,306659,216426,90233,145823.5297,266352,201484,64868,120921.4196,198281,130652,67629,90229.89996,206060,136911,69149,95168.69702,234638,157075,77563,113484.7325,231961,152506,79455,103226.1809,"197,451","102,589","94,863","75,622","244,629","174,357","70,271","81,189","204,767","148,183","56,584","56,409","203,887","143,877","60,010","50,766","141,959","93,880","48,079","32,096","158,956","109,224","49,733","32,809","174,120","121,092","53,028","34,397","190,027","130,032","59,995","39,348","166,853","123,840","43,013","33,254",151368.7,108828.4,42540.3,26792.2599
Council Offices - The Gate Resource Centre ,"10,689","9,490","1,199","5,148","5,455","4,768",687,"2,471","2,754","2,078",676,"1,257","8,244","5,229","3,015","3,820","6,131","6,131",0,"3,030","15,346","11,404","3,942","6,895","14,385","7,753","6,632","5,526","15,828","11,947","3,881","5,299","16,048","12,248","3,799","4,438","18,859","14,276","4,584","4,717","9,374","7,108","2,266","2,138","13,760","10,271","3,489","2,856","13,219","9,638","3,581","2,605","14,004","10,464",3540,2899.782356,15297,11368,3929,3049.1774,12940,9695,3245,2290.38
Council Offices - The Youth Justice Centre ,"62,579","49,573","13,006","29,938","48,657","30,764","17,893","22,138","39,253","28,022","11,231","17,894","23,199","20,240","2,959","10,479","7,409","5,008","2,401","3,585","24,820","18,632","6,188","11,161","24,559","12,550","12,009","9,393","25,618","19,009",6609.2,"8,554",25765,18783.5,6981.5,7101.516745,27615.8,19658.1,7957.7,6879.868538,20032.6,14324.6,5708,4551.616884,20780,15060,5720,4303.8234,22257,15585,6672,4395.426953,23786,16894,6892,4925.301631,24205,17431,6774,4808.08655,21208,15605,5603,3753.816
Council Offices - Therapeutic Social Work Team,"11,385","11,385",0,"5,525","17,262","12,700","4,562","7,840","13,850","7,853","5,997","6,284","12,404","8,208","4,196","5,730","14,875","6,582","8,293","7,086","13,303","10,752","2,551","6,021","13,904","7,245","6,659","5,326","13,465","9,821","3,645","4,484","11,431","9,153","2,278","3,173","11,627","8,213","3,414","2,895","6,623","4,343","2,280","1,497","8,719","6,230","2,489","1,804","9,068","6,433","2,635","1,790","8,895","6,210","2,685","1,842",0,0,0,0,0,0,0,0
Council Offices - Transport Block - 79 Roundhay Road,43036,31552,11484,20503.84332,11280,10881,399,5102.30403,1195,799,396,543.96606,1330,797,533,618.48814,156,104,52,75.43692,94,94,0,43.44586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Council Offices - Tribeca House,283661,208060,75601,135149.0307,290251,158453,131798,132258.3946,337269,163426,173843,152622.8082,294035,159490,134545,137549.8169,205403,134190,71213,99238.68587,306472,219703,86769,137297.696,254187.5,105992.5,148195,95773.64383,322923.2,221495.3,101427.9,106580.0833,328805.9,225986.6,102819.3,90250.63994,328927.4,235908.2,93019.2,81984.63221,"275,992",183838.1,"92,154","62,427","297,706","219,577","78,129","61,731","230,959","153,905","77,054","45,718","243,798","164,299","79,499","50,482","245,589","170,982","74,607","48,607",240013,166912,73101,42482.301
Council Offices - Unit 1 Killingbeck Court,"34,722","16,781","17,941","16,254","52,661","26,388","26,273","24,015","63,089","36,989","26,100","28,643","59,651","36,430","23,221","27,706","59,643","29,958",29685,"28,527","36,870","21,508","15,362","16,271","64,861","39,560","25,301","25,196","57,227","39,714","17,513","18,919","50,345","35,628","14,717","13,847","48,016","32,142","15,874","11,916","50,763","33,128","17,635","11,468","43,733","31,959","11,774","9,063","37,338","23,477","13,861","7,410","38,488","24,983","13,505","7,970","17,011","14,702","2,309","3,453",8639,6442,2197,1529.103
Council Offices - Unit 2 Killingbeck Court,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,911","7,096","10,815","6,726","63,737","46,571",17166,"21,232","89,068","52,615","36,453","24,211","85,989","60,056","25,933","21,396","82,005","52,557",29448,"18,506","73,750","56,763","16,987","15,337","40,263","22,819","17,444","8,025","39,616","23,128","16,488","8,203","27,271","17,129","10,142","5,342",17152,9432,7720,3035.904
Council Offices - Unit 5 Landmark Court,42850,31108,11742,20404.99458,53522,31385,22137,24371.05199,47372,29065,18307,21525.88366,42164,24929,17235,19623.94202,"35,216",24628,10588,17066.303,40189,30069,10120,18067.53711,35326,22414.7,12911.3,13775.07376,33126.1,23211.7,9914.4,10966.77446,42050.9,33509.2,8541.7,11668.70776,40592,31564.8,9027.2,10172.56429,17562,12763,4799,3994.53749,19912,15803,4109,4150.04941,19465,14840,4625,3827.477785,3492.4,3492.4,0,723.1862455,0,0,0,0,0,0,0,0
Council Offices - Unit 7 Landmark Court,"81,893","57,727",24166,"38,940","78,944","60,513","18,431","35,834","58,525","45,248","13,277","26,730","47,832","33,729","14,103","21,996","58,844","44,937","13,907","28,638","63,969","39,760","24,209","28,352","59,950","43,680","16,270","23,718","31,575","31,575",0,"11,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Council Offices - Vehicle Licensing and Enforcement,"214,006","139,263","74,743","101,373","133,020","73,696","59,324","60,605","153,031","102,660","50,371","69,665","155,793","104,253","51,540","71,917","107,461","73,316","34,145","52,019","112,559","78,306","34,253","50,306","121,009","83,249","37,760","47,578","133,112","92,144","40,968","43,991","124,917","87,907","37,009","34,344","146,499","105,107","41,391","36,515","99,596","73,269","26,327","22,672","132,299","99,613","32,686","27,472","138,098","99,044","39,054","27,240","135,887","99,824","36,063","28,138","136,990","94,929","42,061","27,100",142871,99328,43543,25288.167
Council Offices - Waterside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17,333","8,900","8,433","4,241","117,687","82,728","34,959","26,710","82,765","62,975","19,790","17,198","50,863","39,055","11,808","9,998","43,777","28,103","15,674","9,065","33,562","27,867","5,695","6,778",47502.9,22779.6,24723.3,8408.0133
Council Offices - Westminster Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,307",0,"5,307","1,127","31,225","21,820","9,405","6,452","35,928","26,205","9,723","7,081","36,842","27,161","9,681","7,629","33,168","25,946","7,222","6,650",0.01817953,0.01817953,0,0.003217777
Council Offices - White House,4272,3204,1068,2037.72264,39034,26321,12713,17746.64231,19936,11746,8190,9051.87612,18281,14743,3538,8316.40352,12845,12845,0,6348.7697,18441,12960,5481,8248.42845,17993.4,9445.5,8547.9,6897.117999,19917.1,14112.3,5804.8,6604.484924,13254.9,8874.8,4380.1,3631.743196,16320.7,11869.3,4451.4,4071.592476,7925.6,5686.6,2239,1801.180794,6921,4939,1982,1431.97703,9329,5615,3714,1854.902608,9345,5775,3570,1935.022517,9211,6030,3181,1811.5485,11779,5665,6114,2084.883
Council Offices - Wortley Area Housing Office,"29,710","23,976","5,734","14,228","29,907","20,184","9,723","13,597","27,748","17,305","10,443","12,613","27,482","15,704","11,778","12,817","24,318","14,683","9,635","11,710","22,684","18,813",3871,"10,290","11,475","5,390","6,085","4,360","8,648","8,266",381,"3,014","29,179","6,429","22,750","7,635","17,415","13,308","4,107","4,359","11,734","11,004",730,"2,720","7,843","4,578","3,265","1,603","13,626","10,294","3,332","2,681","13,428","10,482","2,946","2,781","13,103","9,729","3,374","2,612",13256,9870,3386,2346.312
Council Offices - Youth Service - Westminster Buildings,0,0,0,0,0,0,0,0,0,0,0,0,321,0,321,159,"1,016",708,308,492,985,828,157,447,857,434,423,328,960,679,281,318,959,688,271,264,984,709,275,245,907,615,292,205,945,664,281,195,949,663,286,187,946,664,282,196,"16,055","7,737","8,318","3,074",0,0,0,0
Crematorium - Cottingley Hall,"6,868","6,618",250,"3,325","15,190","9,654","5,536","6,911","12,229","7,248","4,981","5,553","11,269","8,138","3,131","5,173","45,071","17,262","27,809","21,385","114,410","70,589","43,821","50,682","90,184","61,169","29,015","35,405","107,953","78,295","29,657","35,921","113,086","81,918","31,168","31,155","125,340","93,545","31,795","31,323","112,771","81,856","30,915","25,648","128,937","95,003","33,934","26,734","127,388","94,167","33,221","25,089","132,444","100,278","32,167","27,425","164,335","118,101","46,234","32,636",174164.8,129722.9,44441.9,30827.1696
Crematorium - Lawnswood,"112,255","82,311","29,944","53,483","103,601","77,504","26,097","47,041","85,855","64,710","21,145","39,188","83,782","62,388","21,394","38,367","90,121","65,704","24,417","43,760","88,360","58,672","29,688","39,351","73,848","52,276",21571.4,"29,124",89589.7,66192.2,23397.5,29893.66016,103770.9,78695,25075.9,28685.59369,72202.6,55841.3,16361.3,18087.50976,68177,51511.4,16665.6,15547.97464,73015.4,55930.7,17084.7,15179.60482,70601.8,54279,16322.8,13876.50522,67365,51608.5,15756.5,13949.17675,53979.78387,46383.38387,7596.4,10948.24243,53912.6,40008.2,13904.4,9542.5302
Crematorium - Rawdon,0,0,0,0,0,0,0,0,"80,290","58,152","22,138","36,613","78,982","57,904","21,078","36,213","89,223","63,729","25,494","43,282","96,886","62,399","34,487","43,051","77,682","51,441","26,242","30,422","102,397","74,874",27523.1,"34,114",121735.4,90603.5,31131.9,33604.44639,123830.1,92573.9,31256.2,30948.95931,121780.9,87904.4,33876.5,27687.02906,125430.9,92722.1,32708.8,26012.91124,118689.8,90239,28450.8,23341.84699,104505.7,81154.7,23351,21639.87632,113009.8226,81084.02258,31925.8,22439.31348,119706.9,93843.9,25863,21188.1213
Day Centre - Aspire - Potternewton Day Services,"127,999","97,225","30,774","61,096","125,565","94,991","30,574","57,005","111,605","82,343","29,262","50,915","98,485","73,590","24,895","45,087","91,865","68,272","23,593","44,649","85,775","56,642","29,133","38,183","25,657","15,360","10,297","9,949","97,147","70,728","26,419","32,344","92,364","67,596","24,768","25,465","89,252","65,190","24,062","22,272","80,246","60,372","19,874","18,295","75,813","54,419","21,395","15,692","80,423","60,031","20,393","15,832","115,497","81,915","33,582","23,916","70,507","54,514","15,993","14,118",70220.5,53048.9,17171.6,12429.0285
Day Centre - Burley Willows,173,127,46,82,173,102,71,79,147,77,70,67,174,113,61,80,156,110,46,76,160,120,40,72,115,40,75,43,157,109,48,52,507,461,46,142,382,382,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day Centre - Firthfields Day Centre and Early Years Centre,"92,172","75,128","17,044","44,165","96,918","69,013","27,905","44,034","42,950","35,213","7,737","19,645","50,779","29,691","21,088","23,650","51,522","29,933","21,589","24,773","35,147","35,147",0,"16,245","61,582","38,618","22,964","23,986","48,478","35,608","12,870","16,161","48,779","35,079","13,700","13,431","54,096","39,387","14,709","13,497","31,937","24,742","7,195","7,296","22,236","15,428","6,808","4,592","31,014","22,669","8,345","6,112","67,046","39,468","27,578","13,883","65,314","42,090","23,224","12,825",58707.7,30759.8,27947.9,10391.2629
Day Centre - Horsforth Calverlands Day Centre,44998,36444,8554,21553.47334,"56,427","34,373","22,054","25,684","42,319","26,998","15,321","19,245","33,029","18,246","14,783","15,435","29,184","19,874","9,310","14,126","26,975","11,427","15,548","11,688","28,226","14,384","13,842","10,793","16,265","14,925","1,340","5,626","15,058","11,489","3,569","4,164","15,511","11,576","3,934","3,876","10,342","6,942","3,400","2,340","16,226","11,623","4,603","3,358","21,060","16,091","4,969","4,141","20,814","15,613","5,201","4,310","20,471","15,020","5,451","4,075",17285,13349,3936,3059.445
Day Centre - Hough Lane Centre,"78,724","58,474","20,250","37,532","79,254","57,172","22,082","36,003","84,466","60,233","24,233","38,504","90,361","58,484","31,877","41,809","91,644","67,497","24,147","44,521","89,078","65,199","23,879","39,974","78,549","55,560","22,989","30,975","87,307","65,439","21,868","29,196","82,647","61,307","21,339","22,809","79,749","60,531","19,217","19,952","57,745","42,774","14,971","13,151","57,448","40,787","16,661","11,882","62,883","46,561","16,322","12,384","62,504","45,334","17,170","12,943","45,148","38,662","6,486","9,153",3533.293546,960.4,2572.893546,625.3929577
Day Centre - Mariners Resource Centre,"65,584","48,978",16606,"31,276","62,912","47,876",15036,"28,559","58,350","42,869",15481,26617.07326,"54,987","41,498",13489,25153.60218,"12,512","10,763",1749,6128.09069,"7,055","4,913","2,142","3,153","2,574","2,514",59,"1,057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day Centre - Radcliffe Lane,"61,953","47,450","14,503","29,584","65,364","54,857","10,507","29,632","56,760","39,004","17,756","25,853","51,870","39,280","12,590","23,721","49,233","36,347","12,886","23,921","48,770","35,807","12,963","21,891","41,970","22,825","19,145","16,136","4,619","4,619",0,"1,624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Day Centre - The Community Wellbeing Hub,"45,378","39,461","5,917","21,826","35,583","22,384","13,199","16,190","35,888","21,774","14,114","16,304","34,809","20,178","14,631","16,220","37,091","20,840","16,251","17,811","37,023","27,710","9,313","16,645","33,876","18,033","15,843","13,000","28,029","19,856","8,174","9,294","30,979","22,859","8,120","8,546","32,352","24,577","7,775","8,095","16,756","12,147","4,609","3,811","36,124","27,202","8,922","7,501","25,158","18,757","6,401","4,953","26,126","18,564","7,562","5,410","22,668","16,236","6,432","4,500",22699,16832,5867,4017.723
Day Centre - Vale Circles,"20,311","13,669","6,642","9,636","32,115","21,296","10,819","14,604","16,458","11,357","5,101","7,497","18,830","8,137","10,693","8,910","24,191","16,244","7,947","11,702","35,523","16,128","19,395","15,446","31,925","16,084","15,841","12,196","33,153","25,062",8091,"11,101",34970,25745.9,9224.1,9645.571873,31383.8,22313,9070.8,7817.969112,16728.6,11135.6,5593,3783.715474,18572,13593,4979,3849.04071,20222,13703,6519,3999.803427,19768,13204,6564,4093.285107,19054,14533,4521,3809.27465,9052,7011,2041,1602.204
Day Centre - Vicars Court,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27926,19781,8145,4942.902
Day Centre - Wykebeck Valley Road Day Centre,"34,743","26,083","8,660","16,573","33,534","21,264","12,270","15,257","35,199","23,180","12,019","16,017","35,050","22,300","12,750","16,236","28,183","19,093","9,090","13,638","29,392","21,442","7,950","13,186","29,597","15,963","13,634","11,371","31,007","22,778","8,230","10,337","31,899","23,796","8,103","8,807","31,229","23,304","7,925","7,804","21,697","14,736","6,961","4,913","28,883","21,227","7,656","5,988","28,722","20,981","7,741","5,660","29,568","21,655","7,913","6,123","31,114","23,084","8,030","6,201",28883,21545,7338,5112.291
Depot - Burley Road Depot ,198,146,52,94,"20,144","13,434","6,710","9,160","21,116","13,110","8,006","9,597","22,428","14,345",8083,"10,386","15,027","11,320","3,707","7,308","26,481","22,407",4074,"12,035",17739.6,9419.7,8319.9,6806.331429,22272.2,16020.1,6252.1,7401.808303,22387.9,16083.6,6304.3,6164.163732,6263.1,2988.2,3274.9,1527.294106,13501.2,10111.2,3390,3077.123868,13056,9455,3601,2703.94153,11789,8614,3175,2323.236186,12671,9425,3246,2623.75947,11990,8906,3084,2389.8553,13832,9076,4756,2448.264
Depot - Henshaw,"104,072","77,631","26,441","49,628","106,092","81,898","24,194","48,152","91,366","66,687","24,679","41,671","88,987","66,031","22,956","40,762","90,799","66,482","24,317","44,098","85,921","57,606","28,315","38,292","86,509","58,330","28,179","33,941","96,339","70,839","25,500","32,122","89,808","66,109","23,698","24,771","89,470","64,629","24,840","22,310","96,735","69,359","27,376","21,983","100,557","71,201","29,356","20,795","89,155","64,449","24,706","17,579","89,215","63,429","25,787","18,474","96,121","69,481","26,640","19,101",96965.9,71687.1,25278.8,17162.9643
Depot - Highways Salt Store - Viaduct Road,2378,1729,649,1132.48144,11135,10550,585,5038.2392,1739,1165,574,791.62882,1737,1165,572,801.70092,1588,1163,425,771.25513,"15,802","11,873","3,929","7,107","14,355","7,318","7,037","5,489","15,664","11,085","4,579","5,193","15,641","11,228","4,414","4,306","15,693","11,208","4,485","3,910","14,823","10,054","4,769","3,357","15,393","10,837","4,556","3,182","15,488","10,831","4,657","3,059","15,426","10,836","4,590","3,194","15,391","11,057","4,334","3,056",14568,10254,4314,2578.536
Depot - Leeds Building Services,"217,535","159,745","57,790","103,650","241,067","185,279","55,788","109,419","225,383","165,384","59,999","102,808","207,426","154,621","52,805","94,980","198,693","149,109","49,584","96,616","176,826","113,537","63,289","78,554","156,528","99,304","57,224","61,036","188,370","130,241","58,129","62,242","178,846","127,115","51,731","49,205","196,857","140,485","56,372","49,051","244,909","182,936","61,973","55,808","212,059","157,287","54,772","43,989","325,073","212,666","112,407","64,402","276,702","163,575","113,127","57,295","310,556","198,019","112,536","60,919",308841.3,200356,108485.3,54664.9101
Depot - Pottery Fields ,"133,387","78,674","54,713","62,914","131,243","89,695","41,548","59,660","134,845","78,851","55,994","61,217","119,339","77,458","41,881","55,206","128,853","85,053","43,800","62,282","116,370","72,789","43,581","51,600","135,692","75,202","60,490","52,253","95,128","61,480","33,648","31,139","142,039","88,272","53,767","38,730","145,023","93,023","52,001","35,900","141,550","83,780","57,770","31,799","166,089","101,569","64,520","34,043","128,808","80,430","48,378","25,571","119,709","72,019","47,691","24,788","133,847","86,767","47,080","26,298",114259.4,68506.4,45753,20223.9138
Depot - Roseville Sheltered Workshop - 65 Roundhay Road,"192,202","141,059","51,144","91,577","180,664","135,273","45,391","82,031","171,579","126,003","45,577","78,267","176,135","130,108","46,028","80,710","174,747","130,323","44,424","84,946","84,353","59,544","24,809","37,743","61,976","49,053","12,924","24,756","35,934","35,934",0,"12,633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Depot - Seacroft Highways and Leeds Lights,"250,655","163,738","86,917","118,755","215,795","147,262","68,533","98,096","242,977","160,976","82,001","110,582","240,126","169,287","70,839","110,427","230,555","154,196","76,359","111,505","216,845","140,893","75,952","96,415","192,271","126,274","65,997","75,233","223,524","146,204","77,320","73,286","220,719","151,157","69,562","60,568","202,276","139,219","63,057","50,285","207,061","133,655","73,406","46,747","223,377","147,569","75,808","45,993","207,302","143,598","63,704","40,960","194,866","137,896","56,971","40,350","179,731","124,971","54,760","35,568",185215.5,124930.2,60285.3,32783.1435
Depot - Transport Services Agency,"506,310","343,457","162,853","240,301","474,633","357,938","116,695","215,488","341,785","251,549","90,236","155,916","340,457","237,991","102,466","156,665","364,274","261,540","102,734","176,751","399,507","287,680","111,827","179,041","377,679","266,122","111,556","148,874","413,300","294,285","119,015","137,148","415,442","303,296","112,146","114,518","413,032","296,321","116,711","102,950","405,773","298,766","107,007","92,375","385,757","282,214","103,543","79,946","377,552","275,045","102,507","74,415","374,119","273,801","100,318","77,468","380,761","271,504","109,257","75,553",562329.9667,331411.7667,230918.2,99532.4041
Depot - Wharfemeadows Park Store Room,"4,581","3,540","1,041","2,189","4,181","2,696","1,485","1,902","3,537","2,070","1,467","1,606","3,539","2,663",876,"1,619","7,275","2,654","4,621","3,448","4,554","4,554",0,"2,105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
District Heating - Bennett Court Sheltered Housing,"58,315","43,091","15,224","27,795","66,174","49,433","16,741","30,047","59,625","43,402","16,223","27,193","69,611","54,505","15,106","31,747","59,636","44,110","15,526","28,978","64,512","41,543","22,969","28,665","45,447","33,660","11,787","18,014","74,755","53,716","21,039","24,840","79,234","58,575","20,659","21,861","63,215","46,396","16,820","15,780","60,034","44,563","15,470","13,674","66,303","48,555","17,748","13,742","66,867","49,031","17,835","13,175","66,581","49,203","17,377","13,787","73,740","57,069","16,670","14,767",65495.5,47689.5,17806,11592.7035
District Heating - Clydes Biomass - comprising Clyde Grange and Clyde Court and Phil May Court,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27705.1,14854,12851.1,12160.66602,60745.8,39401.8,21344,23739.20833,"74,130","51,499","22,631","24,511","82,405","62,589","19,816","22,782","82,164","60,495","21,669","20,515","70,969","52,135","18,834","16,154","86,031","62,400","23,631","17,819","81,331","62,624","18,707","15,984","64,370","45,947","18,423","13,329","63,195","44,856","18,339","12,533",67254.5,49216.1,18038.4,11904.0465
District Heating - Cottingley Heights and Cottingley Towers Multistorey,390401,289668,100733,186115.1297,386342,290251,96091,175411.7464,338221,245049,93172,154233.7035,335693,249406,86287,153753.5975,"325,492","231,349",94143,"157,859","308,580","205,114","103,466","137,435","267,848","181,228","86,620","105,127","303,419","231,241","72,178","101,727","336,344","244,081","92,263","92,674","344,116","250,221","93,895","85,847","344,383","250,491","93,893","78,336","344,791","254,581","90,210","71,500","338,057","248,297","89,760","66,603","339,193","255,043","84,150","70,236","300,133","227,797","72,335","59,969",260679.3,194777.8,65901.5,46140.2361
District Heating - Ebor Gardens - comprising Scargill Grange and Gargrave Court and Brignall Croft,206654,137803,68851,98001.26848,"146,964",108583,"38,381","66,741","158,852","120,074","38,778","72,511","105,163","71,621","33,542","48,484","228,040","146,742","81,298","110,104","283,408","182,472","100,936","125,927","236,898","158,810","78,088","92,890","273,662","198,579","75,082","91,066","278,398","201,042","77,356","76,681","281,558","204,743","76,815","70,241","264,637","195,608","69,030","60,261","236,223","170,755","65,469","48,917","239,635","173,442","66,193","47,247","225,739","163,671","62,068","46,743","227,633","169,372","58,260","45,381",207688.3,150197.6,57490.7,36760.8291
District Heating - Gascoigne House,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"131,388","64,264","67,125","25,187",259288.7,188227.3,71061.4,45894.0999
District Heating - Halliday Court Sheltered Housing,"109,331","80,862","28,469","52,113","115,951","87,899","28,052","52,639","103,800","78,233","25,567","47,378","102,939","76,467","26,472","47,149","110,350","84,358","25,992","53,708","105,702","69,480",36221.7,"47,038","91,103","62,126","28,977","35,786","98,958","69,232","29,726","32,754","68,532","51,382","17,150","18,928","67,197","48,788","18,409","16,762","54,086","41,948","12,138","12,357","48,905","34,972","13,933","10,120","50,907","36,254","14,654","10,045","47,749","34,307","13,442","9,887","44,235","32,497","11,739","8,806",43709.4,32187.4,11522,7736.5638
District Heating - Mount Pleasant Gardens Sheltered Housing,"19,620","14,890","4,730","9,364","21,811","16,482","5,329","9,902","22,471","16,402","6,069","10,249","23,832","18,397","5,435","10,882","21,912","16,889","5,023","10,669","29,160","19,084",10075.7,"12,972","23,822","16,481","7,341","9,372","28,762","21,601","7,161","9,621","27,403","21,041","6,363","7,582","21,405","16,029","5,375","5,350","19,980","14,873","5,107",4551.953786,"22,419","15,384","7,035",4626.81254,"26,244","18,848","7,397",5176.415278,"27,000","19,993","7,007",5590.835599,"25,900","19,452","6,447",5168.752783,28090.8,20966.2,7124.6,4972.0716
District Heating - Phil May Court Sheltered Housing,188237,138253,49984,89690.83063,174282,113819,60463,79266.06821,"159,060","86,904","72,156","72,122","125,155","83,377","41,778","57,792","144,309","92,810","51,499","69,675","116,923","91,843","25,080","52,783","36,103","32,188","3,915","14,640","22,110","16,120","5,989","7,363","25,469","19,438","6,031","7,044","21,472","15,687","5,785","5,358","23,127","17,052","6,075","5,265","26,523","18,811","7,712","5,485","23,285","16,872","6,413","4,591","23,704","17,558","6,146","4,908","24,087","17,740","6,347","4,796",19716,14488,5228,3489.732
District Heating - Saxton Gardens - comprising The Close and The Garth and The Lane and Flax Place ,253117,183808.3,69308.7,120535.0039,260385.7,188512,71873.7,118280.1891,267060.5,194935.1,72125.4,121804.4679,258432.3,188924.9,69507.4,118516.992,252644.6,183857,68787.6,122666.1017,266006,190973.6,75032.4,119183.1886,245651.2,173252.9,72398.3,96841.20379,258906,193338.5,65567.5,86530.27529,269980.7,191470.2,78510.5,74266.75331,"234,917",170162.8,"64,754",58590.38255,"227,507","168,125","59,382","51,805","210,834","157,168","53,666","43,749","203,799","151,501","52,298","40,127","201,041","148,876","52,166","41,629","194,440","145,129",49310.7,"38,777",178184.9,129745,48439.9,31538.7273
District Heating - Union Court Sheltered Housing,"48,364","35,776",12588,"23,053","52,329","39,631","12,698","23,757","49,496","36,966","12,530","22,587","48,146","35,821","12,325","22,049","43,022","35,094","7,928","21,010","46,004","29,729","16,275","20,447","37,093","24,956","12,138","14,550","55,438","34,700","20,738","18,069","46,540","36,382","10,158","12,895","40,043","29,150","10,893","9,990","39,944","28,100","11,844","9,066","56,874","41,718","15,156","11,789","43,619","32,900","10,719","8,582","41,266","30,335","10,931","8,545","40,507","30,823","9,684","8,096",41859.1,31489.2,10369.9,7409.0607
District Heating - Wharfedale View Sheltered Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,8,"138,027","83,132","54,895","44,765","218,698","163,615","55,083","60,394","220,932","160,656","60,276","55,116","218,780","161,927","56,853","49,823","224,217","165,049","59,168","46,487","214,060","159,585","54,475","42,141","210,179","155,073","55,106","43,521","208,925","159,323","49,601","41,767",198385.8,148059.7,50326.1,35114.2866
Early Years Centre - Boston Spa Childrens Centre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17425,17425,0,8612.4805,19695,14780,4915,8856.39395,17866.3,9107.8,8758.5,6832.00725,19496,13797.1,5698.9,6463.696099,19468,13974.7,5493.3,5359.905809,18257.2,12674.6,5582.6,4541.155124,10060.9,8174.9,1886,2306.350566,11034,8058,2976,2286.45402,11718,8451,3267,2310.766081,11518,8357,3161,2385.00488,"10,545","7,581","2,964","2,094",9927,7207,2720,1757.079
