Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,23/03/2026,2603-00001,0.00,151.60,R,A & A ELECTRICAL DISTRIBUTORS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,General External Residential Placements,52001,04/03/2026,2603-00002,0.00,5258.90,R,A & V TRANSITIONAL HOMES LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Semi-Supported Independent Living,52020,04/03/2026,2603-00003,0.00,5258.90,R,A & V TRANSITIONAL HOMES LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Semi-Supported Independent Living,52020,04/03/2026,2603-00004,0.00,5258.90,R,A & V TRANSITIONAL HOMES LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,13/03/2026,2603-00005,0.00,1926.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,19/03/2026,2603-00006,0.00,3990.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,25/03/2026,2603-00007,0.00,1596.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,27/03/2026,2603-00008,0.00,1040.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,27/03/2026,2603-00009,0.00,137.80,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Allowances - Clothing,52042,10/03/2026,2603-00010,0.00,150.00,R,A Higher Path Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Transfer Payments & Transfers to Reserves?,Leaving Care Allowances,63034,10/03/2026,2603-00011,0.00,493.60,R,A Higher Path Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Semi-Supported Independent Living,52020,27/03/2026,2603-00012,0.00,4400.00,R,A Higher Path Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,26/03/2026,2603-00013,0.00,2140.00,R,A J H  Pump Supply & Repair Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,26/03/2026,2603-00014,0.00,250.00,R,A J H  Pump Supply & Repair Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,26/03/2026,2603-00015,0.00,-2679.00,R,A J H  Pump Supply & Repair Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,30/03/2026,2603-00016,0.00,269.00,R,A J H  Pump Supply & Repair Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Culture,Supplies & Services?,Resaleable Materials,22004,25/03/2026,2603-00017,0.00,414.72,R,A J PROMOTIONS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Migration Yorkshire,Supplies & Services?,Bought in Professional Services,25077,06/03/2026,2603-00018,0.00,322.00,R,A Little Something Extra Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Migration Yorkshire,Supplies & Services?,Bought in Professional Services,25077,20/03/2026,2603-00019,0.00,2898.00,R,A Little Something Extra Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/03/2026,2603-00020,0.00,135.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/03/2026,2603-00021,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/03/2026,2603-00022,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/03/2026,2603-00023,0.00,30.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/03/2026,2603-00024,0.00,25.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/03/2026,2603-00025,0.00,23.33,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/03/2026,2603-00026,0.00,30.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/03/2026,2603-00027,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/03/2026,2603-00028,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/03/2026,2603-00029,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/03/2026,2603-00030,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/03/2026,2603-00031,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/03/2026,2603-00032,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/03/2026,2603-00033,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/03/2026,2603-00034,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/03/2026,2603-00035,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,25/03/2026,2603-00036,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,25/03/2026,2603-00037,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,25/03/2026,2603-00038,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,25/03/2026,2603-00039,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,25/03/2026,2603-00040,0.00,90.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Waste Management,Employees?,Training & Development Costs,07001,26/03/2026,2603-00041,0.00,190.90,R,A T Nerac Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-00042,0.00,4043.68,R,A To Z Childminding,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-00043,0.00,2094.72,R,A To Z Childminding,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-00044,0.00,82.80,R,A To Z Childminding,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Transfer Payments & Transfers to Reserves?,Leaving Care Allowances,63034,25/03/2026,2603-00045,0.00,71.70,R,A&V Transitional Homes Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Transfer Payments & Transfers to Reserves?,Leaving Care Allowances,63034,25/03/2026,2603-00046,0.00,358.49,R,A&V Transitional Homes Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Transfer Payments & Transfers to Reserves?,Leaving Care Allowances,63034,25/03/2026,2603-00047,0.00,286.80,R,A&V Transitional Homes Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Economic Development,Supplies & Services?,Business Grants,26043,23/03/2026,2603-00048,0.00,8021.60,R,A.M. ALUMINIUM LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Employment & Skills,Employees?,Training & Development Costs,07001,13/03/2026,2603-00049,0.00,1574.00,R,Aalfy Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Employment & Skills,Employees?,Training & Development Costs,07001,13/03/2026,2603-00050,0.00,9800.00,R,Aalfy Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - Complex,42003,02/03/2026,2603-00051,0.00,2830.00,R,Aaqib Javed,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - Complex,42003,19/03/2026,2603-00052,0.00,715.00,R,Aaqib Javed,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential Care Dementia,51700,25/03/2026,2603-00053,0.00,2392.26,R,Aaron Court Care Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Provider Services,Supplies & Services?,Operational Furniture & Equipment,21003,27/03/2026,2603-00054,0.00,364.00,R,AAT (GB) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Supplies & Services?,Operational Furniture & Equipment,21003,27/03/2026,2603-00055,0.00,499.00,R,AAT (GB) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Shared Services,Supplies & Services?,Other Hired & Contracted Services,25065,25/03/2026,2603-00056,0.00,217.00,R,AB Print Group Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Shared Services,Supplies & Services?,Other Hired & Contracted Services,25065,27/03/2026,2603-00057,0.00,305.00,R,AB Print Group Limited,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Supplies & Services?,Consultancy Services,25059,12/03/2026,2603-00058,0.00,2261.00,R,AB Safeguarding Consultancy,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing and Environment,Communities ,Supplies and Services,Food & Drink,231,13/02/2026,2603-00059,0.00,70.00,R,Abaseen Superstore,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing and Environment,Communities ,Supplies and Services,Food & Drink,231,17/02/2026,2603-00060,0.00,80.50,R,Abaseen Superstore,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Culture,Supplies & Services?,Bank Charges,25063,19/03/2026,2603-00061,0.00,66.89,R,Abbey House Museum - Streamline,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Culture,Supplies & Services?,Telephones - Mobiles,24016,19/03/2026,2603-00062,0.00,15.00,R,Abbey House Museum - Streamline,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-00063,0.00,2865.60,R,Abbey Multi Academy Trust,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-00064,0.00,603.36,R,Abbey Multi Academy Trust,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-00065,0.00,1260.00,R,Abbey Multi Academy Trust,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-00066,0.00,42333.06,R,Abbey Multi Academy Trust,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Schools Grant Funded - Devolved Capital,26101,20/03/2026,2603-00067,0.00,15885.00,R,Abbey Multi Academy Trust,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Schools Grant Funded - Devolved Capital,26101,20/03/2026,2603-00068,0.00,10000.00,R,Abbey Multi Academy Trust,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,26/03/2026,2603-00069,0.00,414.00,R,Abbey Multi Academy Trust,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,31/03/2026,2603-00070,0.00,3697.53,R,Abbey Multi Academy Trust,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,General External Residential Placements,52001,11/03/2026,2603-00071,0.00,15979.88,R,Abc Care And Education Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-00072,0.00,1800.00,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-00073,0.00,15760.80,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-00074,0.00,477.00,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-00075,0.00,11455.50,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-00076,0.00,1013.40,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-00077,0.00,1660.80,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-00078,0.00,1620.00,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-00079,0.00,6144.60,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,25/03/2026,2603-00080,0.00,1044.00,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-00081,0.00,870.00,R,Abc@D'S Childcare,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-00082,0.00,15522.00,R,Abc@D'S Childcare,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-00083,0.00,129.60,R,Abc@D'S Childcare,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/03/2026,2603-00084,0.00,24874.80,R,Abc@D'S Childcare,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-00085,0.00,377.10,R,Abc@D'S Childcare,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-00086,0.00,716.40,R,Abc@D'S Childcare,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-00087,0.00,900.00,R,Abc@D'S Childcare,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/03/2026,2603-00088,0.00,10025.40,R,Abc@D'S Childcare,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/03/2026,2603-00089,0.00,55.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/03/2026,2603-00090,0.00,55.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/03/2026,2603-00091,0.00,55.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/03/2026,2603-00092,0.00,55.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/03/2026,2603-00093,0.00,20.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/03/2026,2603-00094,0.00,20.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/03/2026,2603-00095,0.00,30.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,25/03/2026,2603-00096,0.00,20.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,25/03/2026,2603-00097,0.00,20.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,25/03/2026,2603-00098,0.00,20.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Nursing Care Dementia,51603,25/03/2026,2603-00099,0.00,2657.76,R,Aberford Hall,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Nursing Homes,51600,25/03/2026,2603-00100,0.00,34398.88,R,Aberford Hall,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,16/03/2026,2603-00101,0.00,83.33,R,ABI GARAGE DOORS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,18/03/2026,2603-00102,0.00,240.00,R,Abigail Gregory,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,18/03/2026,2603-00103,0.00,320.00,R,Abigail Gregory,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,18/03/2026,2603-00104,0.00,360.00,R,Abigail Gregory,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,18/03/2026,2603-00105,0.00,240.00,R,Abigail Gregory,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,18/03/2026,2603-00106,0.00,240.00,R,Abigail Gregory,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,31/03/2026,2603-00107,0.00,300.00,R,Abigail Gregory,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,31/03/2026,2603-00108,0.00,320.00,R,Abigail Gregory,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children and Families,Social Care ,Agency Payments,Section 17,551,05/02/2026,2603-00109,0.00,-148.00,R,Abluk,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Markets & City Centre Management ,Premises,General Maintenance,104,14/02/2026,2603-00110,0.00,56.67,R,Abodewindowfilms.Co.Uk,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Markets & City Centre Management ,Premises,General Maintenance,104,19/02/2026,2603-00111,0.00,45.83,R,Abodewindowfilms.Co.Uk,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,City Development,Employment & Skills,Supplies & Services?,Business Grants,26043,19/03/2026,2603-00112,0.00,2500.00,R,ABRAHAM MOON & SONS LIMITED,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children and Families,Social Care ,Supplies and Services,Food & Drink,231,22/02/2026,2603-00113,0.00,11.90,R,Abu Bakar (Batley) Ltd,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing and Environment,Communities ,Supplies and Services,Food & Drink,231,27/01/2026,2603-00114,0.00,47.92,R,Abu Bakar Limited,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Communities  Housing and Environment,Communities ,Supplies and Services,Food & Drink,231,29/01/2026,2603-00115,0.00,19.97,R,Abu Bakar Limited,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Semi-Supported Independent Living,52020,06/03/2026,2603-00116,0.00,7553.44,R,AC RESIDENTIAL GROUP LTD,No
