Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Semi-Supported Independent Living,52020,13/03/2026,2603-00117,0.00,7553.44,R,AC RESIDENTIAL GROUP LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Semi-Supported Independent Living,52020,20/03/2026,2603-00118,0.00,7553.44,R,AC RESIDENTIAL GROUP LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Semi-Supported Independent Living,52020,27/03/2026,2603-00119,0.00,6474.38,R,AC RESIDENTIAL GROUP LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,Semi-Supported Independent Living,52020,27/03/2026,2603-00120,0.00,1079.06,R,AC RESIDENTIAL GROUP LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,General External Residential Placements,52001,06/03/2026,2603-00121,0.00,66428.35,R,ACACIA THERAPY HOMES LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Children & Families,Social Care,Third Party Payments?,General External Residential Placements,52001,31/03/2026,2603-00122,0.00,59999.80,R,ACACIA THERAPY HOMES LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00123,0.00,3800.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00124,0.00,3025.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00125,0.00,3500.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00126,0.00,2280.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00127,0.00,3600.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00128,0.00,3610.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00129,0.00,3200.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00130,0.00,2375.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00131,0.00,3040.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00132,0.00,2970.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00133,0.00,2470.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00134,0.00,2945.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00135,0.00,2755.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00136,0.00,2470.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00137,0.00,2800.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00138,0.00,2200.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00139,0.00,2600.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00140,0.00,4370.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00141,0.00,2166.71,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00142,0.00,3600.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00143,0.00,2660.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00144,0.00,1237.50,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,03/03/2026,2603-00145,0.00,5800.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,11/03/2026,2603-00146,0.00,1650.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00147,0.00,3000.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00148,0.00,2200.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00149,0.00,2650.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00150,0.00,1800.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00151,0.00,2700.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00152,0.00,2850.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00153,0.00,2400.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00154,0.00,1875.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00155,0.00,2400.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00156,0.00,2145.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00157,0.00,1820.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00158,0.00,2170.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00159,0.00,2030.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00160,0.00,1820.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00161,0.00,2194.50,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00162,0.00,1540.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00163,0.00,1950.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00164,0.00,3220.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00165,0.00,2000.04,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00166,0.00,35.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00167,0.00,2700.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00168,0.00,2100.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00169,0.00,4350.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00170,0.00,2475.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00171,0.00,1237.50,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00172,0.00,1500.00,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00173,0.00,2268.75,R,Academy Contract Hire Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,31/03/2026,Strategy & Resources,Commercial Services,Transport & Vehicles?,Passenger Transport,36060,31/03/2026,2603-00174,0.00,625.00,R,Academy Contract Hire Ltd,No
