Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,12/02/2026,2602-00001,0.00,189.50,R,A & A ELECTRICAL DISTRIBUTORS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Supplies & Services?,Consultancy Services,25059,18/02/2026,2602-00002,0.00,2612.50,R,A & F Lloyd Training,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,06/02/2026,2602-00003,0.00,1681.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,06/02/2026,2602-00004,0.00,4407.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,13/02/2026,2602-00005,0.00,2912.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,19/02/2026,2602-00006,0.00,4962.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,19/02/2026,2602-00007,0.00,625.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,20/02/2026,2602-00008,0.00,2915.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,20/02/2026,2602-00009,0.00,6249.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,27/02/2026,2602-00010,0.00,1641.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,27/02/2026,2602-00011,0.00,14753.00,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Other Hired & Contracted Services - Connect,25069,27/02/2026,2602-00012,0.00,115.05,R,A Coole Electrical Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Semi-Supported Independent Living,52020,12/02/2026,2602-00013,0.00,8485.71,R,A Higher Path Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Semi-Supported Independent Living,52020,27/02/2026,2602-00014,0.00,4871.42,R,A Higher Path Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Safer Stronger Communities,Supplies & Services?,Other Hired & Contracted Services,25065,13/02/2026,2602-00015,0.00,3864.00,R,A Little Something Extra Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,24/02/2026,2602-00016,0.00,368.00,R,A Little Something Extra Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00017,0.00,60.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00018,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00019,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00020,0.00,20.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00021,0.00,20.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00022,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00023,0.00,20.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00024,0.00,20.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00025,0.00,80.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00026,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00027,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00028,0.00,30.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00029,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00030,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00031,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00032,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00033,0.00,40.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00034,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/02/2026,2602-00035,0.00,80.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/02/2026,2602-00036,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/02/2026,2602-00037,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/02/2026,2602-00038,0.00,68.33,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/02/2026,2602-00039,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,26/02/2026,2602-00040,0.00,30.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,26/02/2026,2602-00041,0.00,70.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,26/02/2026,2602-00042,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,26/02/2026,2602-00043,0.00,50.00,R,A NAMAKI,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Supplies and Services,Operational Materials,205,23/01/2026,2602-00044,0.00,105.80,R,A S Catering Supplies,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Waste Management,Employees?,Training & Development Costs,7001,13/02/2026,2602-00045,0.00,190.90,R,A T Nerac Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/02/2026,2602-00046,0.00,4043.68,R,A To Z Childminding,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/02/2026,2602-00047,0.00,2094.72,R,A To Z Childminding,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children and Families,Social Care ,Supplies and Services,Teaching Materials,202,14/01/2026,2602-00048,0.00,43.03,R,A W Tools Euro,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Transfer Payments & Transfers to Reserves?,Leaving Care Allowances,63034,27/02/2026,2602-00049,0.00,358.50,R,A&V Transitional Homes Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Communities  Housing & Environment,Customer Access,Supplies & Services?,Bought in Professional Services,25077,26/02/2026,2602-00050,0.00,665.00,R,AA Global Language Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Provider Services,Supplies & Services?,Operational Furniture & Equipment,21003,11/02/2026,2602-00051,0.00,85.20,R,AAL LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Shared Services,Supplies & Services?,Operational Materials,22005,13/02/2026,2602-00052,0.00,1113.00,R,AALCO LEEDS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Shared Services,Supplies & Services?,Operational Materials,22005,13/02/2026,2602-00053,0.00,1113.00,R,AALCO LEEDS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - Complex,42003,02/02/2026,2602-00054,0.00,850.00,R,Aaqib Javed,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - Complex,42003,10/02/2026,2602-00055,0.00,715.00,R,Aaqib Javed,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - Complex,42003,11/02/2026,2602-00056,0.00,995.00,R,Aaqib Javed,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - Complex,42003,12/02/2026,2602-00057,0.00,715.00,R,Aaqib Javed,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential Care Dementia,51700,25/02/2026,2602-00058,0.00,2415.56,R,Aaron Court Care Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Provider Services,Supplies & Services?,Operational Furniture & Equipment,21003,20/02/2026,2602-00059,0.00,238.00,R,AAT (GB) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Supplies & Services?,Operational Furniture & Equipment,21003,20/02/2026,2602-00060,0.00,2937.26,R,AAT (GB) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Supplies & Services?,Operational Furniture & Equipment,21003,20/02/2026,2602-00061,0.00,1362.00,R,AAT (GB) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Provider Services,Supplies & Services?,Operational Furniture & Equipment,21003,27/02/2026,2602-00062,0.00,399.00,R,AAT (GB) LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Third Party Payments?,Public Health Grant Services 2,51003,03/02/2026,2602-00063,0.00,734.76,R,Abbey Grange Medical Practice,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Third Party Payments?,Public Health Grant Services 3,51004,03/02/2026,2602-00064,0.00,1695.00,R,Abbey Grange Medical Practice,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Culture,Supplies & Services?,Bank Charges,25063,19/02/2026,2602-00065,0.00,67.87,R,Abbey House Museum - Streamline,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Culture,Supplies & Services?,Telephones - Mobiles,24016,19/02/2026,2602-00066,0.00,15.00,R,Abbey House Museum - Streamline,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Learning,Supplies & Services?,Other Hired & Contracted Services,25065,06/02/2026,2602-00067,0.00,100.00,R,Abbey Multi Academy Trust,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,General External Residential Placements,52001,16/02/2026,2602-00068,0.00,17692.01,R,Abc Care And Education Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/02/2026,2602-00069,0.00,14328.00,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/02/2026,2602-00070,0.00,11782.80,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/02/2026,2602-00071,0.00,10348.80,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,13/02/2026,2602-00072,0.00,522.00,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,27/02/2026,2602-00073,0.00,245.50,R,ABC NURSERY AT LUFC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/02/2026,2602-00074,0.00,12895.20,R,Abc@D'S Childcare,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,04/02/2026,2602-00075,0.00,13092.00,R,Abc@D'S Childcare,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Service Provision - Other External Providers,52004,06/02/2026,2602-00076,0.00,9055.20,R,Abc@D'S Childcare,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00077,0.00,20.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00078,0.00,40.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00079,0.00,55.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00080,0.00,20.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00081,0.00,55.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00082,0.00,20.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00083,0.00,55.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00084,0.00,95.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00085,0.00,55.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00086,0.00,20.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00087,0.00,20.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/02/2026,2602-00088,0.00,55.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/02/2026,2602-00089,0.00,55.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/02/2026,2602-00090,0.00,30.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/02/2026,2602-00091,0.00,40.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,18/02/2026,2602-00092,0.00,45.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,26/02/2026,2602-00093,0.00,55.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,26/02/2026,2602-00094,0.00,20.00,R,Abdul Kalam,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00095,0.00,37.50,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00096,0.00,20.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00097,0.00,20.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00098,0.00,20.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,04/02/2026,2602-00099,0.00,20.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00100,0.00,20.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,11/02/2026,2602-00101,0.00,20.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,26/02/2026,2602-00102,0.00,20.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Customer Access,Supplies & Services?,Bought in Professional Services,25077,26/02/2026,2602-00103,0.00,30.00,R,Abdulahad Denha,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Nursing Care Dementia,51603,25/02/2026,2602-00104,0.00,2592.80,R,Aberford Hall,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Nursing Homes,51600,25/02/2026,2602-00105,0.00,36212.11,R,Aberford Hall,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential,51702,25/02/2026,2602-00106,0.00,1043.68,R,Aberford Hall,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,06/02/2026,2602-00107,0.00,83.33,R,ABI GARAGE DOORS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,13/02/2026,2602-00108,0.00,492.80,R,ABI GARAGE DOORS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,13/02/2026,2602-00109,0.00,437.76,R,ABI GARAGE DOORS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,18/02/2026,2602-00110,0.00,12.50,R,ABI GARAGE DOORS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Strategy & Resources,Leeds Building Services,Supplies & Services?,Direct Materials,22007,20/02/2026,2602-00111,0.00,437.76,R,ABI GARAGE DOORS LTD,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,18/02/2026,2602-00112,0.00,240.00,R,Abigail Gregory,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,18/02/2026,2602-00113,0.00,240.00,R,Abigail Gregory,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,18/02/2026,2602-00114,0.00,160.00,R,Abigail Gregory,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,18/02/2026,2602-00115,0.00,120.00,R,Abigail Gregory,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Placement Support - Adoption,52052,18/02/2026,2602-00116,0.00,120.00,R,Abigail Gregory,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults and Health,Service Strategy ,Supplies and Services,Publication and Promotion,267,05/01/2026,2602-00117,0.00,535.00,R,Ability Smart,Yes
