Organisation Code,Organisation Label,Effective Date,Organisational Unit,Service Division Label,Category Internal Name,Purpose,Detailed Expenditure Code,Payment Date,Transaction Number,Irrecoverable VAT Amount,Amount,Capital Or Revenue,Beneficiary Name,Procurement Card
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,05/02/2026,2602-04530,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,05/02/2026,2602-04531,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,06/02/2026,2602-04532,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,13/02/2026,2602-04533,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,13/02/2026,2602-04534,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,13/02/2026,2602-04535,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,13/02/2026,2602-04536,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,19/02/2026,2602-04537,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,19/02/2026,2602-04538,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,19/02/2026,2602-04539,0.00,1266.76,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,19/02/2026,2602-04540,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,27/02/2026,2602-04541,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,27/02/2026,2602-04542,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,27/02/2026,2602-04543,0.00,633.38,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Highways & Transportation,Transport & Vehicles?,Plant Hire,31005,27/02/2026,2602-04544,0.00,1266.76,R,Carolco UK Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - Complex,42003,19/02/2026,2602-04545,0.00,540.00,R,Caroline Ford,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Nursing Homes,51600,25/02/2026,2602-04546,0.00,5925.88,R,Carr Gate Care Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential,51702,25/02/2026,2602-04547,0.00,5010.92,R,Carr Gate Care Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential Care Dementia,51700,25/02/2026,2602-04548,0.00,4992.60,R,Carr Gate Care Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential,51702,25/02/2026,2602-04549,0.00,15857.33,R,CARRCROFT RESIDENTIAL HOME,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential Care Dementia,51700,25/02/2026,2602-04550,0.00,-14006.01,R,CARRCROFT RESIDENTIAL HOME,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Third Party Payments?,Residential Care Dementia,51700,27/02/2026,2602-04551,0.00,41044.29,R,CARRCROFT RESIDENTIAL HOME,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Culture,Supplies & Services?,Bank Charges,25063,19/02/2026,2602-04552,0.00,143.77,R,Carriageworks - Streamline,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Culture,Supplies & Services?,Telephones - Mobiles,24016,19/02/2026,2602-04553,0.00,54.00,R,Carriageworks - Streamline,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Culture,Supplies & Services?,Bank Charges,25063,25/02/2026,2602-04554,0.00,69.72,R,Carriageworks - Streamline,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Culture,Supplies & Services?,Bank Charges,25063,25/02/2026,2602-04555,0.00,23.24,R,Carriageworks - Streamline,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Recharges?,Legal Disbursements - General,42001,03/02/2026,2602-04556,0.00,1408.30,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - General,42001,04/02/2026,2602-04557,0.00,253.78,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,04/02/2026,2602-04558,0.00,480.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - General,42001,05/02/2026,2602-04559,0.00,1032.20,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,05/02/2026,2602-04560,0.00,184.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,05/02/2026,2602-04561,0.00,369.50,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,05/02/2026,2602-04562,0.00,421.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Social Work & Social Care Services,Recharges?,Legal Disbursements - General,42001,06/02/2026,2602-04563,0.00,280.80,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,12/02/2026,2602-04564,0.00,440.25,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,12/02/2026,2602-04565,0.00,531.50,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,12/02/2026,2602-04566,0.00,137.60,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,13/02/2026,2602-04567,0.00,186.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Recharges?,Legal Disbursements - General,42001,19/02/2026,2602-04568,0.00,720.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,19/02/2026,2602-04569,0.00,257.53,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,20/02/2026,2602-04570,0.00,720.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,20/02/2026,2602-04571,0.00,177.80,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,20/02/2026,2602-04572,0.00,111.30,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,20/02/2026,2602-04573,0.00,128.80,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,26/02/2026,2602-04574,0.00,259.50,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,26/02/2026,2602-04575,0.00,189.50,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,27/02/2026,2602-04576,0.00,420.50,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Children & Families,Social Care,Third Party Payments?,Public Health Grant Funded Services,51001,27/02/2026,2602-04577,0.00,230.00,R,Carter Brown The Expert Services Ltd,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing and Environment","Climate, Energy & Greenspaces ",Premises,Rents,141,23/01/2026,2602-04578,0.00,450.00,R,Carter Jonas Llp,Yes
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,City Development,Asset Management & Regeneration,Premises?,Rents,11041,12/02/2026,2602-04579,0.00,1516.76,R,Carter Towler Limited Clients Account,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,"Communities, Housing & Environment",Strategic Housing Partnership & Support,Supplies & Services?,Bought in Professional Services,25077,18/02/2026,2602-04580,0.00,1723.07,R,Carter Towler Limited Clients Account,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Premises?,Maintenance of Buildings,13001,12/02/2026,2602-04581,0.00,13.49,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Postages,24012,12/02/2026,2602-04582,0.00,11.25,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,School Examination Entry Fees,25072,12/02/2026,2602-04583,0.00,10.88,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Teaching Materials,22002,12/02/2026,2602-04584,0.00,253.25,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transport & Vehicles?,Car Parking,34012,12/02/2026,2602-04585,0.00,9.00,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transport & Vehicles?,Vehicle Maintenance,32001,12/02/2026,2602-04586,0.00,15.56,R,Cash  Carr Manor Community School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Premises?,Cleaning,15027,19/02/2026,2602-04587,0.00,15.57,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Food & Drink,23031,19/02/2026,2602-04588,0.00,154.23,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,General Amenities for Service Users,27085,19/02/2026,2602-04589,0.00,115.28,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,19/02/2026,2602-04590,0.00,150.00,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transport & Vehicles?,Public Transport Expenses,34010,19/02/2026,2602-04591,0.00,65.76,R,CASH - Tranquillity Children's Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Employees?,DBS Checks,7015,19/02/2026,2602-04592,0.00,32.00,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Food & Drink,23031,19/02/2026,2602-04593,0.00,56.90,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Teaching Materials,22002,19/02/2026,2602-04594,0.00,201.97,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transport & Vehicles?,Car and Motorcycle Allowances,34011,19/02/2026,2602-04595,0.00,6.00,R,Cash  West Silc,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Food & Drink,23031,05/02/2026,2602-04596,0.00,259.12,R,CASH - Zoar Street Children's Residential Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Operational Furniture & Equipment,21003,05/02/2026,2602-04597,0.00,44.40,R,CASH - Zoar Street Children's Residential Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,05/02/2026,2602-04598,0.00,50.00,R,CASH - Zoar Street Children's Residential Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transfer Payments & Transfers to Reserves?,Young Peoples Activities & Expenses,63036,05/02/2026,2602-04599,0.00,162.30,R,CASH - Zoar Street Children's Residential Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transport & Vehicles?,Fuel (Non - LCC Supplies),33021,05/02/2026,2602-04600,0.00,20.00,R,CASH - Zoar Street Children's Residential Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transport & Vehicles?,Public Transport Expenses,34010,05/02/2026,2602-04601,0.00,46.95,R,CASH - Zoar Street Children's Residential Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,General Amenities for Service Users,27085,05/02/2026,2602-04602,0.00,136.52,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Teaching Materials,22002,05/02/2026,2602-04603,0.00,162.48,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,05/02/2026,2602-04604,0.00,430.50,R,Cash Adel Beck Secure Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Resources & Strategy (A&H),Third Party Payments?,PFS Level 4 Fees,52014,26/02/2026,2602-04605,0.00,500.00,R,CASH Albert Court Residents Allowance,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Employees?,Training & Development Costs,7001,12/02/2026,2602-04606,0.00,192.46,R,Cash ALLERTON C OF E PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Premises?,Maintenance of Buildings,13001,12/02/2026,2602-04607,0.00,14.29,R,Cash ALLERTON C OF E PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Teaching Materials,22002,12/02/2026,2602-04608,0.00,223.34,R,Cash ALLERTON C OF E PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transport & Vehicles?,Car and Motorcycle Allowances,34011,12/02/2026,2602-04609,0.00,29.51,R,Cash ALLERTON C OF E PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Resources & Strategy (A&H),Third Party Payments?,PFS Level 4 Fees,52014,12/02/2026,2602-04610,0.00,1260.00,R,Cash Audby Lane SLS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,Adults & Health,Resources & Strategy (A&H),Third Party Payments?,PFS Level 4 Fees,52014,26/02/2026,2602-04611,0.00,1260.00,R,Cash Audby Lane SLS,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Premises?,Maintenance of Buildings,13001,16/02/2026,2602-04612,0.00,17.95,R,Cash Bankside Primary School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Educational Visits,27082,16/02/2026,2602-04613,0.00,5.55,R,Cash Bankside Primary School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Teaching Materials,22002,16/02/2026,2602-04614,0.00,204.42,R,Cash Bankside Primary School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transport & Vehicles?,Public Transport Expenses,34010,16/02/2026,2602-04615,0.00,6.30,R,Cash Bankside Primary School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Food & Drink,23031,19/02/2026,2602-04616,0.00,243.54,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Homewares,23021,19/02/2026,2602-04617,0.00,68.73,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Third Party Payments?,Allowances - Transport,52045,19/02/2026,2602-04618,0.00,9.60,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,19/02/2026,2602-04619,0.00,132.20,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transfer Payments & Transfers to Reserves?,Young Peoples Activities & Expenses,63036,19/02/2026,2602-04620,0.00,108.47,R,Cash Barnard Close/Primrose CH,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Premises?,Grounds Maintenance,13031,05/02/2026,2602-04621,0.00,4.17,R,Cash Beechwood Primary School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Premises?,Maintenance of Buildings,13001,05/02/2026,2602-04622,0.00,113.82,R,Cash Beechwood Primary School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Premises?,Premises Security Services,16063,05/02/2026,2602-04623,0.00,8.33,R,Cash Beechwood Primary School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Food & Drink,23031,05/02/2026,2602-04624,0.00,16.00,R,Cash Beechwood Primary School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Teaching Materials,22002,05/02/2026,2602-04625,0.00,106.16,R,Cash Beechwood Primary School,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Clothing & Uniforms,23041,19/02/2026,2602-04626,0.00,12.46,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Food & Drink,23031,19/02/2026,2602-04627,0.00,60.00,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,General Amenities for Service Users,27085,19/02/2026,2602-04628,0.00,10.00,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,19/02/2026,2602-04629,0.00,35.68,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transport & Vehicles?,Fuel (Non - LCC Supplies),33021,19/02/2026,2602-04630,0.00,2.10,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transport & Vehicles?,Passenger Transport,36060,19/02/2026,2602-04631,0.00,58.70,R,Cash Bridge Street Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Teaching Materials,22002,12/02/2026,2602-04632,0.00,330.57,R,Cash Broomfield South SILC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transport & Vehicles?,Car and Motorcycle Allowances,34011,12/02/2026,2602-04633,0.00,7.39,R,Cash Broomfield South SILC,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Premises?,Maintenance of Buildings,13001,12/02/2026,2602-04634,0.00,25.00,R,Cash BRUDENELL PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,First Aid Requisites,21004,12/02/2026,2602-04635,0.00,14.48,R,Cash BRUDENELL PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Office Consumables,24010,12/02/2026,2602-04636,0.00,20.56,R,Cash BRUDENELL PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Other Hired & Contracted Services,25065,12/02/2026,2602-04637,0.00,44.00,R,Cash BRUDENELL PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Teaching Materials,22002,12/02/2026,2602-04638,0.00,30.10,R,Cash BRUDENELL PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transport & Vehicles?,Fuel (Non - LCC Supplies),33021,12/02/2026,2602-04639,0.00,60.20,R,Cash BRUDENELL PRIMARY SCHOOL,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Food & Drink,23031,05/02/2026,2602-04640,0.00,588.65,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Homewares,23021,05/02/2026,2602-04641,0.00,30.00,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Third Party Payments?,Allowances - Transport,52045,05/02/2026,2602-04642,0.00,258.73,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,05/02/2026,2602-04643,0.00,37.00,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Clothing & Uniforms,23041,12/02/2026,2602-04644,0.00,15.00,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Food & Drink,23031,12/02/2026,2602-04645,0.00,18.13,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Homewares,23021,12/02/2026,2602-04646,0.00,140.00,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Third Party Payments?,Allowances - Transport,52045,12/02/2026,2602-04647,0.00,36.20,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Transfer Payments & Transfers to Reserves?,Payments to Residents,62022,12/02/2026,2602-04648,0.00,71.50,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Supplies & Services?,Food & Drink,23031,19/02/2026,2602-04649,0.00,147.90,R,Cash Cherry Trees Childrens Home,No
Http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds City Council,28/02/2026,,,Third Party Payments?,Allowances - Transport,52045,19/02/2026,2602-04650,0.00,107.80,R,Cash Cherry Trees Childrens Home,No
